"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0586445077671284 0.0652001154794086 0.0617827941315438 0.0618031295038163 0.06
"Low prevalence pop" "Low prevalence pop" 0.00876113923858686 0.011281517876064 0.0100783575733649 0.0100901151346037 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.795799774558057 0.857571549667263 0.827447509666311 0.827424112259831 0.85
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.827887574864086 0.878645642861802 0.854494146217411 0.854156117831424 0.85
"SeStd vaccine pop" "SeStd vaccine pop" 0.825492750796705 0.889407764041844 0.855899269157457 0.856057372727735 0.85
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.825665014273952 0.875550590602463 0.849687977645499 0.849631784255166 0.85
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997778311793135 0.999289789453355 0.998567122952371 0.998550360908854 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998689523109211 1.00006735073641 0.999374049487199 0.999362041578518 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.998526547517705 0.999909563941385 0.999262608861118 0.999253963695203 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998031971512479 0.99955289721089 0.99880268555284 0.998799723251887 0.999
"v.efficacy" "v.efficacy" 0.693738594475012 0.831371566531553 0.760559456227134 0.76110090317683 0.75
