"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0499763770081427 0.0612336507040517 0.0556287561292528 0.0556671229740926 0.06 30000 0.9993 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00873393518062916 0.0133634128189223 0.0109783843171803 0.0110237539434078 0.01 30000 0.9993 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.670062046335246 0.726947203294849 0.700264653838554 0.699884204598364 0.7 30000 0.9993 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.682958179985361 0.737561136891396 0.71007193141842 0.710169285384426 0.7 30000 0.9993 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.678725605559754 0.737008261000017 0.708574366182981 0.708567572670682 0.7 30000 0.9993 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.661763865633885 0.718759322266141 0.689718899808824 0.689806587001661 0.7 30000 0.9993 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998197553482289 0.999677811312328 0.998994994261273 0.998960965557943 0.9993 30000 0.9993 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997439118385205 0.999644626690308 0.998586159974057 0.998547219125039 0.9993 30000 0.9993 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998753409229909 0.999861767162871 0.999372970511557 0.999331507065486 0.9993 30000 0.9993 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998547442339316 0.999840493693874 0.999268068846196 0.999225559373134 0.9993 30000 0.9993 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.502982327483827 0.702296555314683 0.60143708466236 0.602603601115805 0.6 30000 0.9993 "1500+/5000-"
