"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0562731614408871 0.0647903865295985 0.0606491346587221 0.0606276224693614 0.06 80000 0.9991 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00827279554977037 0.0116107852989041 0.00988854132859794 0.00992422599273062 0.01 80000 0.9991 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.652628312457164 0.729399676955308 0.689676654490324 0.689793868646516 0.7 80000 0.9991 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.679011526856782 0.747065301989248 0.712294752424966 0.712119355469934 0.7 80000 0.9991 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.65442035899985 0.737984377513411 0.694088942451701 0.694876525738328 0.7 80000 0.9991 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.680401319357159 0.744350694920593 0.71197473829859 0.712100957635246 0.7 80000 0.9991 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998598231660539 0.999973479493916 0.999270384518819 0.999250896049842 0.9991 80000 0.9991 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997874300998193 0.999611136327648 0.998785929581002 0.998774245009226 0.9991 80000 0.9991 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999050749341127 0.999999728384012 0.999610057497448 0.999569678977633 0.9991 80000 0.9991 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998003885280712 0.999880226500533 0.998917233691568 0.998903319278257 0.9991 80000 0.9991 "300+/1000-"
"v.efficacy" "v.efficacy" 0.521744766195684 0.661844748722372 0.589517585657103 0.589760161036305 0.6 80000 0.9991 "300+/1000-"
