"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0543082954949888 0.0619969316264345 0.0581427900587092 0.0581236663805292 0.06
"Low prevalence pop" "Low prevalence pop" 0.00857583506712737 0.0116755582456266 0.0100135506514715 0.0100232036262099 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.669546720508717 0.772217379721897 0.721815551500804 0.72249302305923 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.681410805204028 0.748974880009066 0.714235685173896 0.714734505894272 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.646390382974362 0.741803997508922 0.691713756312658 0.692118253481376 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.67109988720469 0.739551356409329 0.704692926700851 0.704733093369787 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.998351836424118 0.999850829284107 0.999081601484909 0.999065297814364 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998236388855089 0.999939137693978 0.999067871448092 0.999050394949117 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.997452751230964 0.999112433640793 0.998325752034258 0.998315830793362 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.998351058643027 0.999970084573463 0.999165093172734 0.999139182869021 0.999
"v.efficacy" "v.efficacy" 0.507608818478502 0.646603962455366 0.57497743260316 0.576474459174495 0.6
