"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0461601183399368 0.0576101241828843 0.0520064407689048 0.0520279041425313 0.06 30000 0.9998 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00814018422024695 0.0123713103225715 0.0101984108800499 0.0102380778375545 0.01 30000 0.9998 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.649577404032522 0.741048630117213 0.695995918082423 0.695507678998758 0.7 30000 0.9998 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.670480074127446 0.765205546768177 0.715841000062403 0.715673130339054 0.7 30000 0.9998 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.654631906854996 0.753495797506937 0.705825400407074 0.705905758488658 0.7 30000 0.9998 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.670288684505747 0.749931576422432 0.71326021642378 0.713078182877959 0.7 30000 0.9998 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998768469886548 0.9999994899649 0.999579068023577 0.999501125190964 0.9998 30000 0.9998 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99910572229915 0.999999920177423 0.999766048340932 0.999683967463001 0.9998 30000 0.9998 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999311420267591 0.999999933735582 0.999816508645527 0.999755615478518 0.9998 30000 0.9998 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997751318027498 0.99999944390762 0.999024939247987 0.998940031033849 0.9998 30000 0.9998 "300+/1000-"
"v.efficacy" "v.efficacy" 0.5631850094495 0.794439758822778 0.668252305737504 0.672156619897837 0.6 30000 0.9998 "300+/1000-"
