"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0584882641211182 0.0613904764465509 0.0599227052088663 0.0599222800107281 0.06
"Low prevalence pop" "Low prevalence pop" 0.00941299635491243 0.0105494217866548 0.0099920960162427 0.00999615559777656 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.843252629690754 0.86932892395553 0.856503958214599 0.856577545418291 0.85
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.835933312823759 0.858516190090868 0.847252105873654 0.847100633772591 0.85
"SeStd vaccine pop" "SeStd vaccine pop" 0.843094817460799 0.869099467506203 0.85648360389074 0.856464159453289 0.85
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.835420640109802 0.857371964753351 0.846130155157294 0.846216370724908 0.85
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999716906465537 1.00018308990877 0.999955251744074 0.999952484834079 0.9999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.999742701283383 1.0003002873597 1.00004129493014 1.00003770406442 0.9999
"SpStd vaccine pop" "SpStd vaccine pop" 0.999470226998857 0.999964506343606 0.999715383978299 0.999716083095811 0.9999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999616448873074 1.00017542231035 0.999900438700797 0.999898008142868 0.9999
"v.efficacy" "v.efficacy" 0.698521908593291 0.755625981431832 0.727545941575872 0.727798736695669 0.75
