"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0591565522546983 0.0628700644258752 0.0610596718705936 0.0610539546863404 0.06
"Low prevalence pop" "Low prevalence pop" 0.0090754736424966 0.0106843652602961 0.00983784809665087 0.00983893924253331 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.694881790535332 0.739616930812633 0.716873035242042 0.716632793037925 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.682370476572503 0.714826851866804 0.699263943906998 0.699175360854228 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.701543344896308 0.744259684247338 0.722882260199354 0.723001242187495 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.683558921872844 0.714958570127842 0.699494185420238 0.699641185064489 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.99799652387296 0.9987199213601 0.998362546179812 0.998364913898212 0.9987
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998491662798033 0.999339960365145 0.998912749608482 0.998912351877935 0.9987
"SpStd vaccine pop" "SpStd vaccine pop" 0.998195211104114 0.998915489241467 0.998546221485366 0.998543654492721 0.9987
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99827346785521 0.999135270980765 0.998696723578597 0.998702682150033 0.9987
"v.efficacy" "v.efficacy" 0.526802356347311 0.588300381227897 0.556848624290824 0.556932156672747 0.6
