"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0579287165706211 0.0661657885303011 0.0619319627058264 0.0619215369464221 0.06 90000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00919390381617762 0.0125650257657257 0.0108377546694679 0.0108410397466146 0.01 90000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.642524142472962 0.728447127779361 0.683433219317313 0.684060137637039 0.7 90000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.662582589615137 0.730486604840091 0.697073418101255 0.697330779272137 0.7 90000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.65209881719002 0.740818384427778 0.697985890327881 0.698198635723343 0.7 90000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.666170019263499 0.734658147712625 0.697261731807028 0.697509203862463 0.7 90000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998881664589754 0.999999816287544 0.999512568030714 0.999477782809478 0.999 90000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998413937864274 0.99999962365672 0.999309334266248 0.999246470115004 0.999 90000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998877635635812 0.99999949065673 0.999497812191571 0.999465848070071 0.999 90000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998015208405548 0.999739475128893 0.998927660613844 0.998902639472798 0.999 90000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.518196248354037 0.65442671280819 0.582888434230385 0.583637351147224 0.6 90000 0.999 "30+/100-"
