"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0580666026262558 0.066721283775032 0.0621208591397782 0.0621686021071089 0.06
"Low prevalence pop" "Low prevalence pop" 0.00954101001999756 0.0138764115250906 0.0115245761332116 0.0116228324901842 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.627911635421425 0.758798880293966 0.69458005098413 0.694683694921391 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.665179670306041 0.737596062194148 0.701008066736168 0.700936156974722 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.651474525823148 0.784191393522405 0.71524218947077 0.715300628903437 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.625239380306038 0.698736857266878 0.660613637995052 0.660622919327565 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.99866443020871 0.999895130549154 0.999257599911674 0.999247117281871 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998432134396812 1.00063992654945 0.99952910613083 0.99952627033382 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.998695080457981 0.999934729148419 0.999321355536613 0.999311655243799 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998485659713362 1.00047814468231 0.99953901470542 0.999531414084286 0.999
"v.efficacy" "v.efficacy" 0.263789096381865 0.359229435552925 0.312448119548514 0.312770259916634 0.3
