"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.055868677319744 0.065152323491801 0.0604258785281249 0.060463727299575 0.06 60000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.0074791879974222 0.0109950276233587 0.00912388897419562 0.00915545519761737 0.01 60000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.643082963271683 0.752489638102863 0.695850216561077 0.697166474515371 0.7 60000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.637716277745417 0.712549102729846 0.6766897056277 0.677239739106706 0.7 60000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.651651247586198 0.772353021249961 0.712077863392385 0.712285286857385 0.7 60000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.673862812434699 0.76318484884347 0.72034002817783 0.719980579369202 0.7 60000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.996994033872914 0.999088609915766 0.998050385483763 0.998032206428831 0.999 60000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99734696650779 0.999665084846719 0.998526817703565 0.998509735963131 0.999 60000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998127066698438 0.999867966241254 0.998987859326162 0.998961275895109 0.999 60000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998931140333106 0.999999877754921 0.99965990019868 0.999588465215828 0.999 60000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.502723628742203 0.672699938723279 0.585344067481968 0.587585813618751 0.6 60000 0.999 "30+/100-"
