"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0566870596751157 0.0645587926965715 0.0603818700884815 0.0604689896792544 0.06
"Low prevalence pop" "Low prevalence pop" 0.00746760483548669 0.0109544462981092 0.00917125679991176 0.00920404885817273 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.66389515491876 0.784083350415999 0.720116658364295 0.720391937992632 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.655734722807188 0.723262335142658 0.688407122814242 0.688382974054 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.656970886389122 0.78522404456326 0.720314226948419 0.719472457216969 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.676906091996702 0.746795865682567 0.713792788775227 0.713724794307232 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998951485506249 0.999980974895763 0.999485112783552 0.999477806358273 0.9999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998398064608658 1.00014965285619 0.999281631058911 0.999271475082681 0.9999
"SpStd vaccine pop" "SpStd vaccine pop" 0.999303176561999 1.00015357847024 0.999750727164689 0.999737998667675 0.9999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998765520522498 1.00049934739032 0.999652782656511 0.999645168241533 0.9999
"v.efficacy" "v.efficacy" 0.248288156087419 0.328657260342331 0.285988247787303 0.286926381353366 0.3
