"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0529991088779871 0.0658690945986359 0.0594220093732637 0.0595796740775779 0.06
"Low prevalence pop" "Low prevalence pop" 0.00713616231008695 0.0127627745793416 0.00962536583880647 0.00974894650834648 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.451288392668095 0.627703963125849 0.533041625575523 0.534074476685217 0.5
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.440504967223288 0.530428295516341 0.486298225666186 0.486458727873046 0.5
"SeStd vaccine pop" "SeStd vaccine pop" 0.40694987136276 0.564586846876717 0.48604439468016 0.486999478394635 0.5
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.476203503400723 0.571779935679682 0.526369413108473 0.525957232059756 0.5
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998355040197088 0.999700329482603 0.999043362500577 0.999031317134842 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.996306394756983 0.998791565831348 0.9975161124885 0.997531666912037 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.997912131370787 0.99936094790278 0.998649522215355 0.998637010899108 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99773572932084 1.00021716008188 0.998929633058178 0.998925303915222 0.999
"v.efficacy" "v.efficacy" 0.234788217054984 0.374284446815439 0.299066759978395 0.300921092840929 0.3
