"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0561325802649227 0.0644491248827212 0.060177983852798 0.0602083916409048 0.06 80000 0.9994 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00784850775587005 0.0111699429629729 0.00948200402630424 0.00950427343444372 0.01 80000 0.9994 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.667972007336401 0.757310986755999 0.71162542098388 0.712008475110604 0.7 80000 0.9994 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.684985959662513 0.758275368399071 0.719927291996452 0.719980560334158 0.7 80000 0.9994 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.648668211573257 0.73875268123074 0.68999845130737 0.690693569660886 0.7 80000 0.9994 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.682941441211598 0.75572705317695 0.717702430098231 0.717728488274008 0.7 80000 0.9994 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998925702536414 0.999999257089307 0.999540102064144 0.999501164388712 0.9994 80000 0.9994 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998232391503695 0.999991006605066 0.999096719588905 0.999072889492416 0.9994 80000 0.9994 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999059806160007 0.999999847846295 0.999627982185687 0.999584736725806 0.9994 80000 0.9994 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997779255020283 0.999740188937135 0.998835293813817 0.99880595471584 0.9994 80000 0.9994 "30+/100-"
"v.efficacy" "v.efficacy" 0.516292209947845 0.651836480966009 0.581311272143597 0.582032444742287 0.6 80000 0.9994 "30+/100-"
