"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0563311400095337 0.0667262442633191 0.0617498796790309 0.0617699451298833 0.06 40000 0.9991 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00893377433491229 0.0133658546992257 0.0111623895991089 0.0111731409221798 0.01 40000 0.9991 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.670230810084006 0.729882463363253 0.700468294212741 0.700219942269868 0.7 40000 0.9991 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.690953340531504 0.743231157756768 0.718145778003511 0.718132679654141 0.7 40000 0.9991 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.673812880566376 0.730892231614523 0.702598732272768 0.702638401307002 0.7 40000 0.9991 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.652386221844423 0.704459566345083 0.679016970663785 0.678931587713249 0.7 40000 0.9991 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998135094593103 0.999697440387431 0.998948292810968 0.998926685508561 0.9991 40000 0.9991 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998204640099558 0.999727063779725 0.99904510400712 0.999004455075554 0.9991 40000 0.9991 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.997992386608743 0.999765334051055 0.99896596716495 0.998938097945646 0.9991 40000 0.9991 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99826800065416 0.999899975612089 0.999150854363023 0.999111658122456 0.9991 40000 0.9991 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.492866398586095 0.670357300344835 0.578019478174735 0.580092581370505 0.6 40000 0.9991 "1500+/5000-"
