"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0588317792511762 0.061905620768859 0.0603102137575621 0.0603282231847731 0.06
"Low prevalence pop" "Low prevalence pop" 0.00972062366423179 0.0109395730437734 0.010309801096138 0.0103199605857333 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.833641924835384 0.867031078964501 0.849898778123539 0.84999459284861 0.85
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.839156620299142 0.863826767215156 0.85219080096019 0.852107196086714 0.85
"SeStd vaccine pop" "SeStd vaccine pop" 0.833757176603489 0.86563170672798 0.849607619588806 0.849500490077349 0.85
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.820246772840871 0.844350286698092 0.832731760942949 0.832691895372096 0.85
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998780885649113 0.999367060951619 0.999064563374732 0.999065133680207 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998824714455311 0.999528854538716 0.999179749679339 0.999178308014731 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.998511276135346 0.999126194629982 0.998839978782409 0.998835975681593 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998492544765524 0.999193717424678 0.998859572707734 0.998855109273079 0.999
"v.efficacy" "v.efficacy" 0.55764753205324 0.607732406307206 0.584161453100196 0.584104207428598 0.6
