"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0543533807742689 0.0622246352415148 0.0581538269609656 0.0581892692910184 0.06 1e+05 0.9994 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00804276729345346 0.0112334137620045 0.00964170619113237 0.00965427613088628 0.01 1e+05 0.9994 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.662415428144151 0.734667999264283 0.697635202073879 0.697667757218954 0.7 1e+05 0.9994 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.63727184103143 0.701593440792304 0.669056664414663 0.668964270182874 0.7 1e+05 0.9994 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.679488347721511 0.750980158184706 0.715381801053183 0.715202930076516 0.7 1e+05 0.9994 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.680583695043393 0.750497485512864 0.715420939864182 0.715332308248724 0.7 1e+05 0.9994 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998721533858186 0.999839517949863 0.999287921657704 0.999269143541309 0.9994 1e+05 0.9994 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997405475617183 0.999283355036453 0.998328058173002 0.998324106554806 0.9994 1e+05 0.9994 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998752419191653 0.999923575389039 0.999366236489436 0.999355176094161 0.9994 1e+05 0.9994 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998282872015079 0.999994006074511 0.999096323793129 0.999074912783927 0.9994 1e+05 0.9994 "300+/1000-"
"v.efficacy" "v.efficacy" 0.53351401482144 0.667206901360045 0.59856597454472 0.599472788475853 0.6 1e+05 0.9994 "300+/1000-"
