"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0492183265442263 0.149258331405457 0.0877372547300446 0.0927499055374631 0.06
"Low prevalence pop" "Low prevalence pop" 0.00642874099349586 0.0639620318383049 0.0247578904580209 0.0287718173807219 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.26129272460013 0.638018377703864 0.441504258675528 0.447682827229197 0.5
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.211986804843638 0.497963558696995 0.354719413218049 0.357587129463028 0.5
"SeStd vaccine pop" "SeStd vaccine pop" 0.322925520877904 0.846126952288386 0.541373552020576 0.566783733363971 0.5
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.19431637758942 0.458214747280197 0.318930619388129 0.322629891667868 0.5
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.995571389225704 1.00305464629035 0.999138547954599 0.999076292422155 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99691592162827 1.01097378882008 1.00255637186603 1.00310610721533 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.997311694615061 1.00546065696251 1.00088315472691 1.00101125564371 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99640086512314 1.0089365202427 1.00160987616483 1.00201116623584 0.999
"v.efficacy" "v.efficacy" 0.121084338903987 0.668154653679714 0.353708848230788 0.375262703400961 0.6
