"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0553432697257112 0.0629100439304178 0.0592434093697097 0.059225408257611 0.06 1e+05 0.9991 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00802762382855081 0.0110929128334106 0.00947324982408625 0.00950240745774905 0.01 1e+05 0.9991 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.674843712481738 0.747232412290299 0.712751743083799 0.71297327698372 0.7 1e+05 0.9991 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.679598123184786 0.741198549408887 0.711418089530624 0.711522066693644 0.7 1e+05 0.9991 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.663585366581329 0.742378690987263 0.703969856920362 0.704086067141647 0.7 1e+05 0.9991 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.709709865170023 0.771926119173851 0.740272396356908 0.740337001561048 0.7 1e+05 0.9991 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998473131243273 0.999803966778057 0.999142995713193 0.999124635305529 0.9991 1e+05 0.9991 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997536999228611 0.999305589597086 0.998465953765776 0.998455140349772 0.9991 1e+05 0.9991 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998795257968707 0.999963784385899 0.999368567150554 0.99935391727205 0.9991 1e+05 0.9991 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998306969243911 0.999958010791227 0.999101580341878 0.999081217773033 0.9991 1e+05 0.9991 "300+/1000-"
"v.efficacy" "v.efficacy" 0.542102897510674 0.672526653407872 0.604011990638726 0.605176257904232 0.6 1e+05 0.9991 "300+/1000-"
