"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0544948128697239 0.0662264438575192 0.060239920885405 0.0602087586966265 0.06 50000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00702521000472877 0.0115797894613086 0.00942213647547065 0.00945743298191549 0.01 50000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.664042823154866 0.789565907649199 0.727780526195578 0.728169638209612 0.7 50000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.671774822295777 0.770213694491762 0.721208672498499 0.721436314828148 0.7 50000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.629708363496745 0.763100437699829 0.692248707505885 0.693256112486752 0.7 50000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.618819811019286 0.712525259250196 0.66303516948446 0.663299367694658 0.7 50000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997273353392247 0.99958222958181 0.998477177971535 0.998452447226776 0.999 50000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997746332703106 0.999999169171706 0.998930247893618 0.998884085831721 0.999 50000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.997963699753335 0.999750024438459 0.998885196170571 0.998846786549604 0.999 50000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997184709301983 0.999712905289243 0.998500140156334 0.998463102945835 0.999 50000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.475104048754735 0.667725707250395 0.568328336874486 0.570510535116977 0.6 50000 0.999 "30+/100-"
