"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0550648613328256 0.0642390719415274 0.0596421600277572 0.0596467417799431 0.06 50000 0.9993 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00824391716436263 0.0119523236079636 0.0100831203212551 0.0101093894882625 0.01 50000 0.9993 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.691910570807663 0.748295478072234 0.719740088013713 0.719471695310176 0.7 50000 0.9993 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.676224450887931 0.726252661241632 0.701608143307787 0.701471476415385 0.7 50000 0.9993 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.665588819011986 0.721085625057282 0.692735501347626 0.692405830843146 0.7 50000 0.9993 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.66267042185453 0.716283699312078 0.691994682618757 0.691839656784654 0.7 50000 0.9993 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.99788634888472 0.999284108282837 0.998597272641504 0.998577325461154 0.9993 50000 0.9993 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997803186621321 0.999708523364663 0.998788188941673 0.998760776033052 0.9993 50000 0.9993 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998817912781271 0.999918873166145 0.999428481314673 0.999395691117485 0.9993 50000 0.9993 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999001386294377 0.999937067582098 0.99952518610883 0.999490943779841 0.9993 50000 0.9993 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.507170983124679 0.663188563404283 0.582746755708846 0.583152780179855 0.6 50000 0.9993 "1500+/5000-"
