"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0509034330709676 0.0592520363804527 0.0549341644562777 0.0549473092713259 0.06 70000 0.9999 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00724446092876164 0.0103235309427912 0.00876452181792889 0.00875506172261553 0.01 70000 0.9999 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.678397280598626 0.762761529920819 0.720874615993297 0.720596408651082 0.7 70000 0.9999 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.682486558658819 0.755191217807016 0.720548846459999 0.72068905426503 0.7 70000 0.9999 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.666306489661134 0.741623165276601 0.70426801066428 0.704405509782083 0.7 70000 0.9999 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.655852490752626 0.722676369437967 0.689895797454796 0.690278160304741 0.7 70000 0.9999 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999231313185924 0.999999859132949 0.99972885325617 0.999683596818409 0.9999 70000 0.9999 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998758665388219 0.999999285469941 0.99950927438775 0.999449302749132 0.9999 70000 0.9999 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998544907577792 0.99988818768942 0.999236655837199 0.999219705154284 0.9999 70000 0.9999 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998381482074481 0.99999212704794 0.999174576162869 0.99915148847388 0.9999 70000 0.9999 "300+/1000-"
"v.efficacy" "v.efficacy" 0.522914125333322 0.677554633559045 0.600863788648864 0.602303628498177 0.6 70000 0.9999 "300+/1000-"
