"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0578007986660396 0.0608220265361408 0.0592293222437125 0.0592303471140053 0.06
"Low prevalence pop" "Low prevalence pop" 0.009172713778114 0.0104154065369331 0.00978712853272677 0.0097824447327289 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.832695559534098 0.885230626567407 0.859803650108641 0.859654532627265 0.85
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.839232026714443 0.862987750449523 0.8507919971762 0.850717042235324 0.85
"SeStd vaccine pop" "SeStd vaccine pop" 0.827048886161999 0.878191717304089 0.852680754280392 0.852786510375371 0.85
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.836448663884763 0.860582222657913 0.848726785714383 0.848675305874683 0.85
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998696490440053 0.999200802547694 0.998945453442755 0.99894391470393 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998667306022568 0.99936580684094 0.999016937785376 0.999014215826928 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.998702387068977 0.999214538487416 0.998958382186425 0.998957646458619 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998482734869802 0.999184935883665 0.998828090870485 0.998828099887484 0.999
"v.efficacy" "v.efficacy" 0.278050218320215 0.313034624384123 0.29507936073621 0.295313162228222 0.3
