"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0540566426709578 0.0610587163486149 0.0576536454031427 0.0576532374473572 0.06 90000 0.9991 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00811950620991365 0.0109444635601061 0.00951451115576342 0.00953661435839818 0.01 90000 0.9991 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.666261721492021 0.721569859740804 0.694610179858369 0.694562882931491 0.7 90000 0.9991 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.676422033045223 0.724036783848037 0.700628453636071 0.700464800076756 0.7 90000 0.9991 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.678414269311518 0.732614638696554 0.705273742193441 0.705323633514848 0.7 90000 0.9991 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.654824035056767 0.69937159391261 0.677051061361526 0.676920903243878 0.7 90000 0.9991 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997853189807762 0.999042336130168 0.998462994008627 0.998452550328654 0.9991 90000 0.9991 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998782823601583 0.999866360933242 0.999336156180705 0.999311762933059 0.9991 90000 0.9991 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998457014117334 0.999595087715263 0.999064837057057 0.999050185900252 0.9991 90000 0.9991 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998319706106579 0.99966901956793 0.999004580790468 0.998981476210195 0.9991 90000 0.9991 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.516291537519483 0.636390878948547 0.574526462594694 0.575342979247734 0.6 90000 0.9991 "1500+/5000-"
