"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0591766847836759 0.0676143429244916 0.063208120115386 0.0632395506804034 0.06
"Low prevalence pop" "Low prevalence pop" 0.0075313383830362 0.0107277747400094 0.00915861665973869 0.00916346468861352 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.663155525416402 0.764839234019926 0.715896673752746 0.716027265867978 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.681102520497491 0.746888003603364 0.7135181901382 0.713963568134309 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.614586945839272 0.705369382100894 0.660968074831335 0.661239318875417 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.688048741109092 0.757712273869097 0.723517313026644 0.724086491575849 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998666906670981 0.999999665524273 0.999322627474957 0.9992982259784 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998168114771867 0.999898002227547 0.999027850532112 0.999011766528377 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.997714790041853 0.999420010596779 0.998572646022565 0.99854894528048 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998450176779578 0.9999921887101 0.999252122421695 0.999214175235028 0.999
"v.efficacy" "v.efficacy" 0.508351836164066 0.651799554089124 0.581985218534754 0.582999532884634 0.6
