"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0574394604664878 0.0648381874203147 0.0612983061393762 0.0612895656255595 0.06 80000 0.9998 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00824707942542785 0.0108966362837107 0.0096163529932187 0.00961993689110617 0.01 80000 0.9998 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.678783816892512 0.728490049261044 0.705283525486486 0.70495831073069 0.7 80000 0.9998 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.690488643869636 0.738202756562435 0.714406265682872 0.714287545004877 0.7 80000 0.9998 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.670584469630026 0.720885395130773 0.695446275767971 0.695467197083689 0.7 80000 0.9998 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.678593147492781 0.72195286258352 0.700312430554978 0.700023262955797 0.7 80000 0.9998 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999491455737925 0.999999975609298 0.999842936288789 0.999805132521199 0.9998 80000 0.9998 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.999423968804211 0.99999993986731 0.999829096046082 0.999782839380598 0.9998 80000 0.9998 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999630961366049 0.999999998187088 0.999897100767132 0.999864511951864 0.9998 80000 0.9998 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998774431777398 0.999909406641976 0.999398873408892 0.999370606435217 0.9998 80000 0.9998 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.511304670299556 0.622260175428844 0.564163108123188 0.564793156516405 0.6 80000 0.9998 "1500+/5000-"
