"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0545649918690941 0.0640957791075242 0.059496379588301 0.0595276819877368 0.06
"Low prevalence pop" "Low prevalence pop" 0.00831628991933513 0.0125313523961627 0.010480453786683 0.0105262802206769 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.728688076296121 0.882066570351092 0.80168289299064 0.802112592273366 0.85
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.817114873077131 0.895923405383682 0.858543223630477 0.858652732149636 0.85
"SeStd vaccine pop" "SeStd vaccine pop" 0.807843037851463 0.989360471245028 0.893534679639961 0.894261566388446 0.85
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.786208374275719 0.86361644823203 0.826007747116332 0.826455202371285 0.85
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997273902912229 0.999173693597769 0.998325893426799 0.998293202639196 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998070735058381 1.00034696294209 0.999292189980259 0.999253330196701 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.998557336235501 1.00013400528363 0.999423357560784 0.999387037418468 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997270520222643 0.99961687573779 0.998532506345067 0.998485984480019 0.999
"v.efficacy" "v.efficacy" 0.252974626259162 0.369270110960607 0.312050149778314 0.312693156373446 0.3
