"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.056278001247323 0.0639883255370738 0.0600312359076632 0.0600677652751836 0.06 80000 0.9992 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00829970127667883 0.0111805472379351 0.00967622754489031 0.00971047393146107 0.01 80000 0.9992 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.688081306433049 0.743652987988913 0.71718789260688 0.717191470662694 0.7 80000 0.9992 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.668450939738501 0.715857282389884 0.691955093798988 0.691842456595154 0.7 80000 0.9992 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.675576762985318 0.729030534883495 0.701977663958844 0.701926685142692 0.7 80000 0.9992 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.67845821861717 0.725670223881194 0.701828023474743 0.701931674506163 0.7 80000 0.9992 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998937994740996 0.999999555356972 0.999511263657413 0.999476083550169 0.9992 80000 0.9992 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998381468534925 0.99968726051161 0.999121960867199 0.999093198563554 0.9992 80000 0.9992 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998031088289223 0.999378707854136 0.998746247471075 0.99873216473596 0.9992 80000 0.9992 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998387372784883 0.999639007467099 0.999025989045353 0.999009754077388 0.9992 80000 0.9992 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.525560968210334 0.660086027789844 0.59307550675867 0.594229269222648 0.6 80000 0.9992 "1500+/5000-"
