"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0581261683084055 0.0651014782821156 0.0616867660472301 0.0616599319650274 0.06 1e+05 0.9991 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00885880535328114 0.0118028274057249 0.0103595881060706 0.0103626621569524 0.01 1e+05 0.9991 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.694525350764812 0.745687227447348 0.718824835228222 0.718875805984672 0.7 1e+05 0.9991 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.657162303482896 0.700515434367243 0.679958021505493 0.679837640581498 0.7 1e+05 0.9991 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.677725916273343 0.728766949951792 0.703382523759455 0.703305067914602 0.7 1e+05 0.9991 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.692801540155941 0.737861016568695 0.716205328789527 0.716094338088258 0.7 1e+05 0.9991 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998518391640086 0.999541451157421 0.999059501139846 0.999044031551602 0.9991 1e+05 0.9991 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998185530207242 0.999538356784247 0.998863131136671 0.998850054405134 0.9991 1e+05 0.9991 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.99875700748081 0.999720821941456 0.999284687815745 0.999268789022931 0.9991 1e+05 0.9991 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999169689295459 0.999999552867527 0.999728121867013 0.999673134562533 0.9991 1e+05 0.9991 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.517085910228052 0.630377935276252 0.570354572903183 0.571591076800718 0.6 1e+05 0.9991 "1500+/5000-"
