"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0415520666683019 0.0626227060192559 0.0516228618715453 0.0517884707566692 0.06
"Low prevalence pop" "Low prevalence pop" 0.00607670222210799 0.0147930480359607 0.0100786400008956 0.0102766669567543 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.735423183028843 1.04847368267352 0.878574683477389 0.88503071564529 0.85
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.753292097767385 0.983691436095097 0.870497155624614 0.870396834176996 0.85
"SeStd vaccine pop" "SeStd vaccine pop" 0.663216240703947 0.901975696052472 0.780511353585104 0.780549698021136 0.85
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.726291860321117 0.92977112480193 0.822424100677981 0.822389364768008 0.85
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997555904754988 1.0021442044867 0.999939499446237 0.999869314818414 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.995464252378499 1.00137106267878 0.998524361776362 0.998419161873421 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.994013887879182 1.00020714123572 0.997514036052901 0.997332973060826 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.994240030754065 1.00065337185431 0.997640233579342 0.997506061580605 0.999
"v.efficacy" "v.efficacy" 0.510132063986914 0.969801670549266 0.729000482689474 0.731521297845833 0.75
