"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0524292693703757 0.0635647676427876 0.0580037778234631 0.0580306641609595 0.06 40000 0.9998 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00697907300041493 0.0110282699952791 0.00895403964575382 0.00898404350144749 0.01 40000 0.9998 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.598106782485958 0.68814708069035 0.644696188744523 0.644678280360925 0.7 40000 0.9998 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.639340569421132 0.721584513479166 0.682010822471647 0.681673962280983 0.7 40000 0.9998 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.64726548134699 0.738872103800099 0.694197637324686 0.693830116130441 0.7 40000 0.9998 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.623746447385689 0.712728851993352 0.66609568230392 0.666042874711777 0.7 40000 0.9998 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999364067927859 0.999999955937266 0.999818574153758 0.999764260710207 0.9998 40000 0.9998 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997853938791658 0.999991943103687 0.998959058068094 0.998908175854683 0.9998 40000 0.9998 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999053948919265 0.999976070897535 0.999600955561612 0.999556763377429 0.9998 40000 0.9998 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998366968672077 0.999999851776574 0.99940499665472 0.999318095140129 0.9998 40000 0.9998 "300+/1000-"
"v.efficacy" "v.efficacy" 0.538739202421786 0.731981588573378 0.630220711127203 0.63252836828212 0.6 40000 0.9998 "300+/1000-"
