"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0547103224790061 0.0618940148162962 0.0584001038683968 0.058428912117534 0.06 80000 0.9998 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00850713127983577 0.011284184856034 0.00983583207759239 0.00984596409320527 0.01 80000 0.9998 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.675760509350072 0.725370584955488 0.70097322532316 0.700842836329061 0.7 80000 0.9998 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.666508632376671 0.711807308895906 0.689978308872931 0.689912685755129 0.7 80000 0.9998 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.674518970901039 0.726684006353506 0.700758702983638 0.700899341768929 0.7 80000 0.9998 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.682854666694971 0.731950408021931 0.706652903135788 0.706866593704693 0.7 80000 0.9998 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.99916199103285 0.999950382966209 0.99960678989311 0.999582466579566 0.9998 80000 0.9998 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998806476180697 0.999998490437782 0.999461655265627 0.999420477390813 0.9998 80000 0.9998 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999370673024393 0.999985162422839 0.999729516425676 0.999704030293527 0.9998 80000 0.9998 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999342015907988 0.999999967232347 0.999802623113202 0.999752578189078 0.9998 80000 0.9998 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.54463564119411 0.669018170367751 0.602505260876767 0.603023885742625 0.6 80000 0.9998 "1500+/5000-"
