"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0589704767399632 0.068146793172596 0.0633081180962168 0.0633620088979251 0.06 70000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00849403662076849 0.011945408352809 0.0102200947958169 0.0102162183113101 0.01 70000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.674013628846119 0.77848641702975 0.726442450117501 0.725984925024849 0.7 70000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.646800170177497 0.71399075464407 0.680413780952719 0.680397723138704 0.7 70000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.694462079647789 0.800366573311007 0.747361459104249 0.747281586208598 0.7 70000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.664503937422396 0.741235370656614 0.702640559512106 0.702986035198072 0.7 70000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997827077776812 0.99955486423538 0.998722176057449 0.998706691624542 0.999 70000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998122854832968 0.999979489931533 0.999060592876214 0.999021701756903 0.999 70000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.997614126709067 0.999482772617947 0.998599789177836 0.998593625246879 0.999 70000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99888721776296 0.999999942399109 0.999638626472105 0.999560848919234 0.999 70000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.483934523114299 0.631499968608193 0.556103981822332 0.557537134086223 0.6 70000 0.999 "30+/100-"
