"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0541892852496962 0.0658485498023015 0.0600866996040438 0.0601249957500798 0.06 30000 0.999 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00828341291778651 0.0130428743894746 0.0105852749233746 0.0105971811198575 0.01 30000 0.999 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.672474831484845 0.732655521003464 0.702326469807879 0.702491000810617 0.7 30000 0.999 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.665955385259877 0.720767767243394 0.693051224921237 0.693156599094999 0.7 30000 0.999 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.658231341993138 0.720121889229158 0.689825215474508 0.689748501910385 0.7 30000 0.999 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.664141574103426 0.718063995701324 0.691294999842957 0.691466080117062 0.7 30000 0.999 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997397974453272 0.999282766379653 0.998363855650862 0.998334237420417 0.999 30000 0.999 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998576548328768 0.999954931408952 0.999364706267097 0.999311415642387 0.999 30000 0.999 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998848543323748 0.999998608413467 0.999562157693673 0.999502525463833 0.999 30000 0.999 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998538504356046 0.999894213265316 0.999298204484727 0.999250339092371 0.999 30000 0.999 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.460383487001978 0.646730392055392 0.545544119867533 0.547263846255503 0.6 30000 0.999 "1500+/5000-"
