"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0519238546717754 0.0599255078262894 0.0559746316773674 0.0559759659103715 0.06 90000 0.9995 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00740209528598754 0.0105075088258756 0.00901885112896636 0.00903964204755529 0.01 90000 0.9995 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.660931314646984 0.75328565428082 0.704701228044417 0.7050447813982 0.7 90000 0.9995 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.679858010334962 0.754692263364869 0.716355218582064 0.7165020450981 0.7 90000 0.9995 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.659602310397192 0.755230547124627 0.707170406314626 0.707761271967564 0.7 90000 0.9995 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.65702284599598 0.725127328873575 0.690166190565578 0.690525365423751 0.7 90000 0.9995 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998480176836897 0.999899491887137 0.999186287380188 0.999170960063872 0.9995 90000 0.9995 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998701144827526 0.999999582116169 0.999417209560689 0.999378096643993 0.9995 90000 0.9995 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998851038227887 0.999986650743928 0.999452125850926 0.999425935773306 0.9995 90000 0.9995 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998143229765967 0.999871793072752 0.999009194080912 0.998992319370885 0.9995 90000 0.9995 "30+/100-"
"v.efficacy" "v.efficacy" 0.529955512646164 0.671196708103337 0.598861330567441 0.599314987952043 0.6 90000 0.9995 "30+/100-"
