"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0551792398289358 0.0621032060410321 0.0586939044164499 0.0586820822429615 0.06 1e+05 0.9998 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00777442709985205 0.0104632291760279 0.00905956107738036 0.00906255060039332 0.01 1e+05 0.9998 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.689918310581466 0.754299231672866 0.721307832167355 0.721232995872262 0.7 1e+05 0.9998 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.694085663994174 0.746777263161686 0.719134739155446 0.719227019612377 0.7 1e+05 0.9998 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.676996621347933 0.745473321044681 0.710785581808948 0.711021500402726 0.7 1e+05 0.9998 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.712225544729934 0.769957771002238 0.741002160027872 0.740987809776586 0.7 1e+05 0.9998 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999166792924742 0.999999932164809 0.999648288226997 0.999618613146187 0.9998 1e+05 0.9998 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998379319353481 0.999870766623104 0.999143813246954 0.99913090820567 0.9998 1e+05 0.9998 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.99932252491954 0.999999975683473 0.999757716535846 0.999720258418721 0.9998 1e+05 0.9998 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998999412025055 0.999999783259364 0.999640817964153 0.999587817084328 0.9998 1e+05 0.9998 "300+/1000-"
"v.efficacy" "v.efficacy" 0.542542423050539 0.659592660093676 0.597248324308982 0.598597903415357 0.6 1e+05 0.9998 "300+/1000-"
