"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0543266465050921 0.0643692293734274 0.0594420709085895 0.0593686433622196 0.06 60000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00796266686950953 0.01185183400673 0.00978622482664104 0.00981164558127299 0.01 60000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.666179358140256 0.793363163708319 0.727342234416696 0.728233093850752 0.7 60000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.65913104327116 0.748979858369688 0.704364697698736 0.704239300162524 0.7 60000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.617056065255839 0.7140078216941 0.667821634320629 0.667892932466408 0.7 60000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.662328312887078 0.747432644704105 0.703390021568832 0.703726632902625 0.7 60000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999105418249459 0.999999786751965 0.99969985696059 0.999644022844783 0.999 60000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998222970397778 0.999996109458369 0.999177788188562 0.999133759526912 0.999 60000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.997471715638059 0.999398567683645 0.998501227114356 0.998472441281729 0.999 60000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99752763943378 0.999891769031836 0.998634979185299 0.99861154043968 0.999 60000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.472574581765125 0.638604116041722 0.552810609194796 0.55462339650174 0.6 60000 0.999 "30+/100-"
