"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0562267200648244 0.0634820033539152 0.0596768511649688 0.0596805564643704 0.06 80000 0.9997 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00943793487678216 0.0123526441915527 0.010862261228246 0.0108639065544939 0.01 80000 0.9997 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.669739691661089 0.719698926530993 0.694392333757168 0.694440414095951 0.7 80000 0.9997 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.690983241111188 0.734851730304107 0.712972553179062 0.712618827690819 0.7 80000 0.9997 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.701407347493878 0.749194070560741 0.724436332657308 0.724382875111933 0.7 80000 0.9997 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.672790330633376 0.719718270685113 0.696760923495949 0.696911932829896 0.7 80000 0.9997 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999415754139339 0.999999822867316 0.999809553670228 0.99976627886182 0.9997 80000 0.9997 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998926482826863 0.999999949140367 0.99955641178898 0.999510942373994 0.9997 80000 0.9997 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999179303032644 0.999912553006441 0.999583682688606 0.999562396410175 0.9997 80000 0.9997 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999099552252757 0.999970377027584 0.999618987613403 0.999578126955882 0.9997 80000 0.9997 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.529294001746952 0.644788125560102 0.587568672292196 0.587668938500401 0.6 80000 0.9997 "1500+/5000-"
