"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0517254784008308 0.0619541440290504 0.0569014689227934 0.0569919090984426 0.06 60000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00845555639719324 0.0124544135731952 0.0103051940371105 0.0103542349277926 0.01 60000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.658095386695631 0.780966054024745 0.719901631071949 0.719966905712594 0.7 60000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.669044527871125 0.766703716357552 0.716750993812925 0.716705507934727 0.7 60000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.611092652431739 0.713665932729281 0.661768886014481 0.662236589958316 0.7 60000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.675176504947763 0.76026645454184 0.71667023655398 0.717081985245059 0.7 60000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998687020023989 0.999999912469417 0.999511276235319 0.999437910443518 0.999 60000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998184876370383 0.999999555164521 0.999213461066752 0.999148395243331 0.999 60000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.997626764190835 0.99967315689477 0.998631192142691 0.998620760422783 0.999 60000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.996604563038773 0.999418460213039 0.998073188425389 0.998041056182804 0.999 60000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.542999707155385 0.73339900827331 0.634526962890936 0.63584470119498 0.6 60000 0.999 "30+/100-"
