"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.052340020343692 0.0641346096937082 0.0583257529804608 0.0583059178747947 0.06 40000 0.9994 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00699933127366567 0.0112256810211406 0.00912586463608766 0.00916359968951632 0.01 40000 0.9994 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.593672336169791 0.688106936911573 0.641032588032046 0.640928636042901 0.7 40000 0.9994 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.634644144139249 0.721210083006147 0.67460579149296 0.674907624924776 0.7 40000 0.9994 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.645326940077305 0.736406863513038 0.689473470801875 0.689473231396508 0.7 40000 0.9994 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.622245417010751 0.713453666683893 0.670320287694434 0.670082774368754 0.7 40000 0.9994 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998932407199814 0.999985886477102 0.999559817527615 0.999502372641561 0.9994 40000 0.9994 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997110877174783 0.999542305814279 0.998377296071541 0.998346741247715 0.9994 40000 0.9994 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.99832555137157 0.999835308883477 0.999181582600823 0.999132691038475 0.9994 40000 0.9994 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99806322397447 0.999999656809229 0.999164135822593 0.999094712390464 0.9994 40000 0.9994 "300+/1000-"
"v.efficacy" "v.efficacy" 0.534843625070966 0.742673618911901 0.634767421044426 0.637417033272258 0.6 40000 0.9994 "300+/1000-"
