"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0574689583452281 0.0628978343242227 0.0602714191124037 0.0602608837215725 0.06
"Low prevalence pop" "Low prevalence pop" 0.00862315389993249 0.0109151785923122 0.00971746256391043 0.00974493499057506 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.478829353378448 0.531978596834661 0.503836781551398 0.504067163440459 0.5
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.48910574413387 0.528173341652375 0.508512636152615 0.508609999407863 0.5
"SeStd vaccine pop" "SeStd vaccine pop" 0.488200830459381 0.541874216293087 0.515983564407587 0.516350376918331 0.5
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.490123543850108 0.529160587737847 0.50969858570259 0.509555123742817 0.5
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998465424600415 0.999214970727039 0.998862940446038 0.998858941718004 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998729067122145 0.999708541065255 0.999218768692854 0.999224372298651 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.99842064563686 0.999198982542517 0.998827606216685 0.998825542198054 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998406729015187 0.999405094273198 0.998921058994482 0.998922373098342 0.999
"v.efficacy" "v.efficacy" 0.524405580533313 0.613877442846113 0.570245422278536 0.570386541986057 0.6
