"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0532206967044335 0.0613629302981075 0.0572228247355272 0.0572492363707299 0.06
"Low prevalence pop" "Low prevalence pop" 0.00911408641693994 0.0126979782262964 0.0108882685860206 0.0109064081054569 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.643044141289806 0.730657493364335 0.685599624414328 0.686145644034189 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.678005250047812 0.754647451863039 0.71664080541666 0.716919491287743 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.655823916265378 0.760840088903616 0.708252668519437 0.708223043843313 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.655553503560435 0.725698337984121 0.691604080393152 0.692403146927493 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.997862825000723 0.999573771943222 0.998729033345356 0.998725518910864 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998251685044851 0.999982748007641 0.999149935478208 0.999114221372447 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.998756316091265 0.999997441130572 0.999419101419679 0.999387403268694 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.997433613380461 0.999520879347517 0.998521445266668 0.998495149068186 0.999
"v.efficacy" "v.efficacy" 0.520060214036245 0.664823867090252 0.587550234730049 0.58951335690057 0.6
