"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0576694382299327 0.0631804696590346 0.0601985729978926 0.0602609147279384 0.06
"Low prevalence pop" "Low prevalence pop" 0.00841777529686905 0.0107898530035868 0.00961058729218279 0.00963431512265421 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.482769884218308 0.53570531885981 0.510140613384464 0.510222959897684 0.5
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.489341590449631 0.528934426127481 0.509069565059792 0.509245826066321 0.5
"SeStd vaccine pop" "SeStd vaccine pop" 0.508564197167193 0.564733147998658 0.536190610233664 0.536325568451379 0.5
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.478418125718347 0.51626798173974 0.496999553708668 0.497088015736122 0.5
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997722480596683 0.998536703229473 0.998152666575417 0.998148599811192 0.9987
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998620774716195 0.999616266045905 0.999113202776444 0.999111322830249 0.9987
"SpStd vaccine pop" "SpStd vaccine pop" 0.998441880559896 0.999237632766112 0.998833291217642 0.998835726469408 0.9987
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998138275828009 0.999145391004448 0.998615315248547 0.99861608095532 0.9987
"v.efficacy" "v.efficacy" 0.509405911053561 0.594643408179126 0.553820517428446 0.554032862563294 0.6
