"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0613773916454305 0.0717234774724441 0.0664232596625105 0.0664632529980648 0.06
"Low prevalence pop" "Low prevalence pop" 0.00745240759695973 0.0112094600872791 0.00933758003555695 0.00935368266546813 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.692469110404138 0.814881813561017 0.754021906938405 0.75414525317865 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.678664428473153 0.765250143738662 0.720085428859637 0.720365292036389 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.696093835604907 0.8206075645009 0.753898101460559 0.754444146949464 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.649918782434427 0.726126918768658 0.690519118562915 0.69061603240412 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.996769072485514 0.998949099057291 0.99785596429057 0.997835739568735 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99861882647847 0.999999904455677 0.999453500613935 0.999391663325537 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.996900798939262 0.998971435785579 0.997943492386804 0.997933343769883 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.997070830453891 0.999447221784415 0.998251839642779 0.998234235581366 0.999
"v.efficacy" "v.efficacy" 0.431124262924805 0.585768900234212 0.506218039187381 0.506852706934049 0.6
