"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.054396295209968 0.0664335923162257 0.0602360179466042 0.0602688936868379 0.06 40000 0.9994 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00750283029046918 0.0120372350375068 0.0096309923664318 0.00967370976966101 0.01 40000 0.9994 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.650924891708651 0.793043843041666 0.721196006625576 0.721472613939567 0.7 40000 0.9994 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.694506074189038 0.798871134872932 0.746271251458909 0.746425137218135 0.7 40000 0.9994 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.637569465778141 0.768945550609871 0.699838370311612 0.700390748137481 0.7 40000 0.9994 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.650622607730453 0.740513632871749 0.696267120528795 0.69641838774744 0.7 40000 0.9994 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.99813581044829 0.999998251056161 0.999103627899626 0.999060365722197 0.9994 40000 0.9994 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998306338700085 0.999999468242529 0.999417242839203 0.999307852398569 0.9994 40000 0.9994 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.996829265725501 0.99927029279784 0.998034264761601 0.998021909598582 0.9994 40000 0.9994 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99745719120868 0.999956127278582 0.998693096492999 0.99864323399125 0.9994 40000 0.9994 "30+/100-"
"v.efficacy" "v.efficacy" 0.453668071047847 0.657553050133956 0.557257760769162 0.558945994683489 0.6 40000 0.9994 "30+/100-"
