"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0554209300725258 0.0638675737146026 0.0596825705760664 0.0596889556531502 0.06 80000 0.9992 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00788993757186304 0.0113616600308805 0.00958074986252085 0.00961825676966298 0.01 80000 0.9992 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.639927915765872 0.744599089091522 0.69159276276349 0.69185983516248 0.7 80000 0.9992 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.657489842796305 0.727982765305055 0.691025430089787 0.691373364505117 0.7 80000 0.9992 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.618934133555439 0.710984347366384 0.664392467359004 0.664798040033131 0.7 80000 0.9992 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.672366725944835 0.750975161486508 0.711975211517431 0.712369560889097 0.7 80000 0.9992 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998918075164927 0.999999618276328 0.999550262170814 0.999505516079815 0.9992 80000 0.9992 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997723002503466 0.999769110782117 0.998821844977899 0.998798462632003 0.9992 80000 0.9992 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.997784608400416 0.999513551835847 0.998698201351554 0.998685162903427 0.9992 80000 0.9992 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998403708284003 0.999994837316908 0.999222335438701 0.999193677701134 0.9992 80000 0.9992 "30+/100-"
"v.efficacy" "v.efficacy" 0.542947764728175 0.69219309505539 0.612200075453704 0.61304741018241 0.6 80000 0.9992 "30+/100-"
