"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0445091366462504 0.0704915210228815 0.0570724029738757 0.0573149027691568 0.06
"Low prevalence pop" "Low prevalence pop" 0.00247350545512213 0.0121903675677219 0.0067422528263115 0.00709953121617379 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.519298359500149 1.22513228466411 0.815657551004936 0.841878836451087 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.540889603244153 0.778968161524975 0.665291963385022 0.665924687343425 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.490717925807403 0.989224325726097 0.720369829841287 0.732356926246419 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.584640921767681 0.827877654125151 0.701751501971833 0.701274001505591 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997361767111353 1.00055829827305 0.999268607473735 0.999140146933772 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99382614766079 1.00005274375407 0.997094262381777 0.997011097177009 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.995430140804843 0.999829555557981 0.99780648238188 0.997676326796828 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99419037403859 1.00060099327822 0.99764581767318 0.997572489958724 0.999
"v.efficacy" "v.efficacy" 0.100489206348463 0.370024228440648 0.217365066844622 0.222925082544646 0.3
