"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.048093386115281 0.061077347586963 0.0539300547824249 0.0540225554625209 0.06 40000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00723574071082821 0.0122729833702675 0.00965070140193895 0.00968784876392247 0.01 40000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.592804532086547 0.727212878793667 0.656035301990959 0.657522341243064 0.7 40000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.661521136440034 0.780784893030535 0.722376329777713 0.723479044575119 0.7 40000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.657409301216558 0.795431237396905 0.723158036222691 0.723882757980175 0.7 40000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.63238488743507 0.752128168605011 0.693448233501715 0.693837372619293 0.7 40000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998102485965912 0.999999773677539 0.999091548648675 0.999048201895905 0.999 40000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.996057459972962 0.999477403795164 0.997802202894725 0.997759846757416 0.999 40000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998102681806819 0.999999532979832 0.999219235357178 0.999141565761208 0.999 40000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997031794511166 0.99988027356486 0.998444057501079 0.998400663691794 0.999 40000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.53096986779232 0.774362475331531 0.643053772086406 0.645480875737135 0.6 40000 0.999 "30+/100-"
