"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0427941066106169 0.058507949732307 0.0503581524307163 0.0503415754282952 0.06
"Low prevalence pop" "Low prevalence pop" 0.0067014400124605 0.0127081539062863 0.00943016139638696 0.00952600264419597 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.658984052803939 0.858751550900113 0.761871420090952 0.762961307401389 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.704471147384757 0.878100354247851 0.793465453553452 0.793474157330985 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.652042721493066 0.842972060039224 0.739432830072285 0.743113102324928 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.661171439435881 0.813314020121987 0.736064221028284 0.737158590954035 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.997097280826541 0.999999896777311 0.998641204953819 0.998549519333668 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.995974446308755 0.999906602931343 0.997948864892904 0.99787846274561 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.996829443863316 0.999923179885053 0.998353258579115 0.998316689323282 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.993762634278596 0.998467672420558 0.996127095635854 0.996109999714215 0.999
"v.efficacy" "v.efficacy" 0.473018542917442 0.803393553749467 0.639152271257509 0.642363373552487 0.6
