"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0562555084022197 0.068993759023381 0.0624215542506832 0.0624641502860178 0.06
"Low prevalence pop" "Low prevalence pop" 0.00823763462551595 0.013916600974203 0.0109234251155548 0.0110615029358062 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.395519423944362 0.492754753093497 0.443389637318741 0.443472961331639 0.5
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.451889844031475 0.545149273214231 0.497404417599744 0.497706226317607 0.5
"SeStd vaccine pop" "SeStd vaccine pop" 0.389758330491318 0.484680052561452 0.436508097380829 0.437585703306382 0.5
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.439702398821219 0.527652259280733 0.483311389657689 0.483585912973017 0.5
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998088360328825 1.00021842249766 0.999078604721603 0.999090089289341 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998679393712121 1.00099836629952 0.999730761944241 0.999750914640762 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.998470179126441 1.00049321645244 0.999448587513182 0.99944535322765 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997614345860612 0.999974145539217 0.998808819678915 0.998820172539226 0.999
"v.efficacy" "v.efficacy" 0.717272465313491 0.95950126294264 0.834938331072294 0.834527889532254 0.75
