"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0535711343993378 0.0656482653263705 0.0596650930691453 0.0597073749519717 0.06
"Low prevalence pop" "Low prevalence pop" 0.00864907543539198 0.0145470479434423 0.011335728161913 0.0114681872190502 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.610168043064393 0.817347786847943 0.706751817432186 0.709332431792545 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.642953224786077 0.75035482682127 0.697635006154429 0.69699593690312 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.664927465459152 0.903832462193757 0.773594469089601 0.77672296637957 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.653845408452702 0.759442331984925 0.707309568577953 0.707174974443226 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997701217586126 0.999636349253514 0.998691795434647 0.998663896971377 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.996933278000579 1.00005443693738 0.998488269038797 0.998480296258157 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.997997077805553 0.999896407507242 0.999035153100787 0.999004086086973 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997606642776575 1.0007546768481 0.999079848851056 0.999065867784603 0.999
"v.efficacy" "v.efficacy" 0.203156694041037 0.335820500956299 0.268274453384297 0.270049470520194 0.3
