"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0543171892449537 0.0612278579602771 0.0578245619779611 0.0578224038012271 0.06 1e+05 0.999 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00760920500870502 0.0101983767621791 0.00890077024757459 0.00892617180527306 0.01 1e+05 0.999 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.690172823389693 0.740736936009497 0.715183991521027 0.714926504761801 0.7 1e+05 0.999 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.701950836352859 0.748655969056661 0.726756585389647 0.72640669852949 0.7 1e+05 0.999 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.710752254755328 0.761781747116667 0.736088978233069 0.735703789905725 0.7 1e+05 0.999 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.67932078039239 0.724532688263995 0.701804174517527 0.701691659214281 0.7 1e+05 0.999 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.99795601692084 0.999213041837406 0.998573091370416 0.998565645248891 0.999 1e+05 0.999 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998012019721129 0.999316610697974 0.998698440076845 0.998681947071621 0.999 1e+05 0.999 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998150005932352 0.999315261486036 0.99875635377056 0.998754599568008 0.999 1e+05 0.999 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997720316063323 0.999161091781288 0.998471734116721 0.998460855636514 0.999 1e+05 0.999 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.524140285644702 0.642267855107358 0.581866269479425 0.582858270443334 0.6 1e+05 0.999 "1500+/5000-"
