"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0557191895488042 0.0646164114907686 0.0601523606039526 0.0601336465026858 0.06 60000 0.9996 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00724243484260293 0.0104150204075629 0.00875819095151932 0.00876149049481483 0.01 60000 0.9996 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.650854844460317 0.76247460763102 0.709358792952807 0.709886973398125 0.7 60000 0.9996 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.648009316618784 0.718595957158055 0.682099865723841 0.682417632999648 0.7 60000 0.9996 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.657980365796202 0.769053789038611 0.712669967959927 0.712754658178599 0.7 60000 0.9996 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.678372718302376 0.762267837033993 0.721218613259811 0.721458259239609 0.7 60000 0.9996 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997942166564036 0.999741599131299 0.998906588853427 0.998882973373895 0.9996 60000 0.9996 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998093482747403 0.99996629162764 0.998997414433858 0.998965776936289 0.9996 60000 0.9996 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998518609298483 0.999997085566433 0.999271059035202 0.999238848007625 0.9996 60000 0.9996 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999321663706078 0.999999974920986 0.99981147165383 0.999753253120667 0.9996 60000 0.9996 "30+/100-"
"v.efficacy" "v.efficacy" 0.492436477287455 0.661041733663256 0.579159845642117 0.5804516111058 0.6 60000 0.9996 "30+/100-"
