"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.05377950296779 0.063665087160533 0.0586708985526729 0.0586566456449214 0.06 50000 0.9996 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00791718883438864 0.0118132105473226 0.00979454700622354 0.00980039296928698 0.01 50000 0.9996 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.68704944292957 0.781741755178402 0.734355743769547 0.734047268210421 0.7 50000 0.9996 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.658090211304191 0.734941061261406 0.697169887385372 0.697103986167395 0.7 50000 0.9996 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.67960462350297 0.772093368213468 0.726572966243599 0.726769298925731 0.7 50000 0.9996 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.614122963717138 0.690399065417018 0.652311548292991 0.652941551208685 0.7 50000 0.9996 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998297432336932 0.99995633895132 0.999143226106227 0.999112826076593 0.9996 50000 0.9996 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998489105312334 0.999999608192331 0.999467558602093 0.999377399362486 0.9996 50000 0.9996 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998416205984804 0.999999554116374 0.999180648424236 0.999154322836435 0.9996 50000 0.9996 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998536789842983 0.999998884869604 0.999364955655362 0.999312839277077 0.9996 50000 0.9996 "300+/1000-"
"v.efficacy" "v.efficacy" 0.492625004326838 0.660201645869865 0.570631403809269 0.572087459321382 0.6 50000 0.9996 "300+/1000-"
