"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.039722347391807 0.062078239845063 0.0501235539573681 0.0503782572977567 0.06
"Low prevalence pop" "Low prevalence pop" 0.00445160492637045 0.0148478055467189 0.00895955047220094 0.00933579424358831 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.52701187508775 0.835794605751967 0.676317235641362 0.679574902503195 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.605822810668364 0.836911299539347 0.732891668808955 0.731699622567117 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.553268377295043 0.932903608851959 0.733773014766521 0.738536952816639 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.595895883057341 0.858255595664775 0.72430706732646 0.724956460688106 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.994647881681693 1.00066416711966 0.997946525177661 0.99783343693315 0.9999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99426006176308 1.0011861049713 0.997947835281886 0.997825454989529 0.9999
"SpStd vaccine pop" "SpStd vaccine pop" 0.996711354603009 1.00191105562177 0.999472790222104 0.999373865562005 0.9999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997670292476391 1.00261374696602 1.00028699882254 1.00025565053189 0.9999
"v.efficacy" "v.efficacy" 0.424564778482357 0.923840608301493 0.65304076514815 0.65991687722494 0.75
