"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0541990857673629 0.0620064132924011 0.0580313790808445 0.0579995686253619 0.06
"Low prevalence pop" "Low prevalence pop" 0.00839193956295332 0.0116615578849704 0.00997805366450833 0.00999935014602387 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.673452329084512 0.775995550543031 0.721011260729959 0.721726991950612 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.679413655051688 0.749983058960914 0.714670906834169 0.714712088628033 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.647978622693368 0.741118064729735 0.69233558428 0.692381117130645 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.669835767916379 0.740104520305786 0.704506013414215 0.704970196719393 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.998330704644587 0.999849167638235 0.999070705522898 0.999064267686468 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998159316756615 0.999928263764193 0.999055799368578 0.999033844387877 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.997447791007164 0.999156668746929 0.998359219134724 0.998332247133843 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.998312789839843 0.999933359123487 0.99915172466606 0.999129077032709 0.999
"v.efficacy" "v.efficacy" 0.511609587602793 0.652763349916017 0.576658336739384 0.578699910241579 0.6
