"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0472117437249136 0.059286737664225 0.0533027159738687 0.0533102192545288 0.06
"Low prevalence pop" "Low prevalence pop" 0.0056518521359447 0.00989227793627595 0.0076430903382887 0.00767577160118868 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.592668446842418 0.759789995731611 0.677852282330885 0.677942110518989 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.69077664787589 0.792995602745745 0.740206793231293 0.740117953447627 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.603397702441761 0.750056782274185 0.678286934726205 0.67885427286367 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.694515540453774 0.815005684584901 0.759365844305583 0.758664825953854 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998140806244101 0.999996944141495 0.999196966842429 0.999125894221072 0.9991
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99722207921564 0.999893452175214 0.998670130245477 0.998614039574311 0.9991
"SpStd vaccine pop" "SpStd vaccine pop" 0.996557255384271 0.999505940064477 0.998114475804433 0.998091470990661 0.9991
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998479636885671 0.999999944750423 0.999502638155386 0.999405459204418 0.9991
"v.efficacy" "v.efficacy" 0.540931745004684 0.822340992773115 0.681494868176205 0.68411393686157 0.6
