"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0507770016664335 0.0616483482960837 0.0563804634512837 0.056422011923094 0.06
"Low prevalence pop" "Low prevalence pop" 0.00787465854832604 0.0134862081071752 0.0104063948547542 0.0105426068977194 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.669924125726396 0.869883137495788 0.768741722762319 0.769315508797255 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.67656737931436 0.788605712314595 0.73290858876268 0.732134071839249 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.632962712309218 0.826276366629603 0.72483988467582 0.725690838939923 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.648313611146543 0.751184180784439 0.700143939759925 0.700229939393694 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998819448061702 1.00035949051331 0.999689657042579 0.999664511714235 0.9999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.999329096362511 1.00181706572917 1.00064495612223 1.0006454955564 0.9999
"SpStd vaccine pop" "SpStd vaccine pop" 0.998454752907001 1.00003246974162 0.999304724542016 0.999281918385267 0.9999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997655097693321 1.00047883110293 0.99911493724082 0.999094348221127 0.9999
"v.efficacy" "v.efficacy" 0.225011834299607 0.350284036252257 0.282893515602222 0.284602436053764 0.3
