"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0540030918896219 0.0627290665079867 0.0581975734755803 0.058275871568007 0.06 80000 0.9992 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00782924717598267 0.0114157384227424 0.00966745201753041 0.00968311183861983 0.01 80000 0.9992 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.666907488946803 0.770620911685557 0.717732156298693 0.717977006180533 0.7 80000 0.9992 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.653588673511205 0.729641241605319 0.690331577285892 0.690899034874278 0.7 80000 0.9992 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.682870614020941 0.780947390166267 0.732760765598156 0.732622303180116 0.7 80000 0.9992 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.671563856858015 0.749674060743532 0.709487959485501 0.710176687262282 0.7 80000 0.9992 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998020763953799 0.999601239467244 0.998839434997865 0.998828878614821 0.9992 80000 0.9992 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997759025149896 0.999764371006375 0.998778018298305 0.998759119793658 0.9992 80000 0.9992 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.997865680788905 0.999615344052956 0.998750529424152 0.998738820805023 0.9992 80000 0.9992 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998252973939401 0.999990966093988 0.999144471062431 0.999109825180541 0.9992 80000 0.9992 "30+/100-"
"v.efficacy" "v.efficacy" 0.507696498564066 0.665524286243771 0.585555715333038 0.586257360425438 0.6 80000 0.9992 "30+/100-"
