"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0537495755850926 0.061419091827533 0.0577872008695808 0.0577930266050716 0.06 1e+05 0.9998 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00780192141757984 0.0106986204422 0.00929191752561305 0.00930262307405165 0.01 1e+05 0.9998 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.667756558602667 0.751741167240143 0.70920082590988 0.708991071804498 0.7 1e+05 0.9998 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.637552609860511 0.700831877625574 0.668119674151199 0.668690099870277 0.7 1e+05 0.9998 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.67681232596589 0.756100662560081 0.714705150495795 0.714548621005048 0.7 1e+05 0.9998 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.67934477191506 0.750895387394379 0.715809324706643 0.715935670273397 0.7 1e+05 0.9998 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999239466887179 0.999999949138651 0.999720613234877 0.999680729925086 0.9998 1e+05 0.9998 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997780041719753 0.999550454502144 0.998722091758893 0.998716565303258 0.9998 1e+05 0.9998 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998934807494978 0.999998643564794 0.999492630093404 0.999466588249815 0.9998 1e+05 0.9998 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998810974313996 0.999999174918549 0.999501638450621 0.999456914602047 0.9998 1e+05 0.9998 "30+/100-"
"v.efficacy" "v.efficacy" 0.52974607019392 0.659832568739603 0.596269324288337 0.597209003702353 0.6 1e+05 0.9998 "30+/100-"
