"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0548011457255709 0.0646970407593236 0.0595471871004362 0.0595891569120456 0.06 60000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00835626458631277 0.0123068689033334 0.010303977367233 0.0103283824871937 0.01 60000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.653371758748219 0.774293348016878 0.711993161378414 0.712655118907033 0.7 60000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.663259162844049 0.742549557478629 0.70504765038689 0.705085413614433 0.7 60000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.661748488644033 0.782694169352818 0.721514987979247 0.721607317616642 0.7 60000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.665473460218766 0.758618413364592 0.711668537574774 0.71212245188246 0.7 60000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997272364127417 0.999282820892136 0.998291174952765 0.99827038838783 0.999 60000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997151702243022 0.99970140777323 0.998491486993216 0.998446111770976 0.999 60000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998071488721006 0.999845036247994 0.999055802448887 0.999018165438688 0.999 60000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998501137608335 0.999999232348132 0.999421273600451 0.99935216697384 0.999 60000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.469075467284474 0.638214361715474 0.547075010387034 0.548261452775704 0.6 60000 0.999 "30+/100-"
