"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0598097029358228 0.0627231874522567 0.0612573988337799 0.0612520990826578 0.06
"Low prevalence pop" "Low prevalence pop" 0.00966575963557411 0.0108989142937813 0.0102919065129941 0.0102947989704473 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.835061590795518 0.867331617470763 0.851702391606057 0.85158816524204 0.85
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.829722416430716 0.853337432185714 0.841495375646097 0.84159839326756 0.85
"SeStd vaccine pop" "SeStd vaccine pop" 0.841466783216517 0.873601699090025 0.858329598896225 0.858099998669834 0.85
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.833413971955247 0.85676838713187 0.844959290461394 0.844947091246296 0.85
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998754858966125 0.999332324957358 0.999047236203555 0.999047302546473 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998887740868942 0.999543996270489 0.999224349394401 0.999218863102389 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.998782899032252 0.99935496796401 0.99906026197621 0.999057534939798 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998856882538027 0.99953884407829 0.999208628616465 0.999203984864648 0.999
"v.efficacy" "v.efficacy" 0.548483012294834 0.597499766303386 0.573163379621288 0.573384414227904 0.6
