"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0538889175682248 0.06406969148192 0.0587660481658291 0.0587563625650808 0.06 40000 0.9996 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00936219618816785 0.0134550044381079 0.0111996803213587 0.0112229145959294 0.01 40000 0.9996 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.666944930481448 0.726154676514727 0.696462198717649 0.696182568860201 0.7 40000 0.9996 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.666348596690234 0.718024871271535 0.691262264532928 0.691248389589319 0.7 40000 0.9996 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.666515754931806 0.723451282184004 0.693398363520938 0.693291294762447 0.7 40000 0.9996 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.668821894138753 0.721055361821037 0.693701331192103 0.693596307830069 0.7 40000 0.9996 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998479327929856 0.999832300425203 0.999177311710253 0.999150624445256 0.9996 40000 0.9996 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998766489466234 0.999964296846759 0.99946572541214 0.999416168937799 0.9996 40000 0.9996 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998622603137674 0.999999894634472 0.99940363299173 0.999359897884725 0.9996 40000 0.9996 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998714864454109 0.99996022700242 0.999465426058769 0.999405488896254 0.9996 40000 0.9996 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.519820259723455 0.698638690372007 0.608514882208292 0.609741643707947 0.6 40000 0.9996 "1500+/5000-"
