"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0554959339929641 0.0626750724398925 0.0588782045189597 0.0588962549038137 0.06 1e+05 0.9996 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00795303535894703 0.0106171396633615 0.00926400932889614 0.00925996909915166 0.01 1e+05 0.9996 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.685240506499963 0.753061607784691 0.717257539181875 0.717293955815636 0.7 1e+05 0.9996 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.689250553352657 0.744616083602273 0.715284671534114 0.715618192415291 0.7 1e+05 0.9996 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.674392813468288 0.746869244872964 0.708843989051417 0.709057056761662 0.7 1e+05 0.9996 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.709677803829048 0.770399349530075 0.740573954173028 0.740868769194715 0.7 1e+05 0.9996 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998964723304197 0.999998993342249 0.99950605263126 0.999481416273338 0.9996 1e+05 0.9996 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998121361553194 0.999698796496798 0.998951212820972 0.998940325483508 0.9996 1e+05 0.9996 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999298396452241 0.999999997664885 0.999731477562464 0.999695072399855 0.9996 1e+05 0.9996 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998911332340102 0.999999966096952 0.999556893721794 0.999511314544959 0.9996 1e+05 0.9996 "300+/1000-"
"v.efficacy" "v.efficacy" 0.541556992683232 0.667148851495847 0.599265450814452 0.60084699126799 0.6 1e+05 0.9996 "300+/1000-"
