"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0557641372680473 0.0637915226155907 0.0595624383327914 0.059596337009594 0.06
"Low prevalence pop" "Low prevalence pop" 0.00734039542010991 0.0103919893975608 0.00885295838531193 0.00887794567650243 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.690934619945055 0.741653723802102 0.715836327901376 0.715933899966115 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.691828985528321 0.740747407024252 0.717064963039358 0.717056385274365 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.669207360013672 0.721909892048439 0.696798764875728 0.696724155989884 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.687237947937917 0.736261566081402 0.712184593904397 0.71215717079121 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998962173995091 0.999927578616287 0.99947867459189 0.999455494025754 0.9995
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998140238816519 0.999595785855582 0.998912254019286 0.998887456472097 0.9995
"SpStd vaccine pop" "SpStd vaccine pop" 0.998723138459461 0.99973271123877 0.99926044932496 0.999240127449331 0.9995
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997887796937543 0.999425874099845 0.998684344555923 0.998671082945518 0.9995
"v.efficacy" "v.efficacy" 0.564311562616951 0.705953395961677 0.632232658442027 0.633122986226918 0.6
